original,original_year,original_url,remake,remake_year,remake_url,original_wikidata_id,remake_wikidata_id
Scandal Makers,2008,https://en.wikipedia.org/wiki/Scandal_Makers,Scandal Maker,2016,https://en.wikipedia.org/wiki/Scandal_Maker,Q491105,Q27890331
Scarface,1932,https://en.wikipedia.org/wiki/Scarface_(1932_film),Scarface,1983,https://en.wikipedia.org/wiki/Scarface_(1983_film),Q471306,Q47075
School for Scoundrels,1960,https://en.wikipedia.org/wiki/School_for_Scoundrels_(1960_film),School for Scoundrels,2006,https://en.wikipedia.org/wiki/School_for_Scoundrels_(2006_film),Q1530069,Q959876
Scooby-Doo,2002,https://en.wikipedia.org/wiki/Scooby-Doo_(film),Scoob!,2020,https://en.wikipedia.org/wiki/Scoob!,Q936302,Q23999279
The Secret Life of Walter Mitty,1947,https://en.wikipedia.org/wiki/The_Secret_Life_of_Walter_Mitty_(1947_film),The Secret Life of Walter Mitty,2013,https://en.wikipedia.org/wiki/The_Secret_Life_of_Walter_Mitty_(2013_film),Q1167551,Q3522637
The Secret in Their Eyes (El secreto de sus ojos),2009,https://en.wikipedia.org/wiki/The_Secret_in_Their_Eyes,Secret in Their Eyes,2015,https://en.wikipedia.org/wiki/Secret_in_Their_Eyes,Q748851,Q19363812
Sentimental Journey,1946,https://en.wikipedia.org/wiki/Sentimental_Journey_(film),The Gift of Love,1958,https://en.wikipedia.org/wiki/The_Gift_of_Love,Q3563392,Q7736415
Sentimental Journey,1946,https://en.wikipedia.org/wiki/Sentimental_Journey_(film),Sentimental Journey,1984,https://en.wikipedia.org/wiki/The_Gift_of_Love,Q3563392,Q7736415
Sethu,1999,https://en.wikipedia.org/wiki/Sethu_(film),Huchcha,2001,https://en.wikipedia.org/wiki/Huchcha,Q3537831,Q5927894
Sethu,1999,https://en.wikipedia.org/wiki/Sethu_(film),Seshu,2002,https://en.wikipedia.org/wiki/Seshu,Q3537831,Q7456057
Sethu,1999,https://en.wikipedia.org/wiki/Sethu_(film),Tere Naam,2003,https://en.wikipedia.org/wiki/Tere_Naam,Q3537831,Q1109255
Seven Chances,1925,https://en.wikipedia.org/wiki/Seven_Chances,The Bachelor,1999,https://en.wikipedia.org/wiki/The_Bachelor_(1999_film),Q1188131,Q590869
Seven Samurai,1954,https://en.wikipedia.org/wiki/Seven_Samurai,The Magnificent Seven,1960,https://en.wikipedia.org/wiki/The_Magnificent_Seven,Q189540,Q19069
Seven Samurai,1954,https://en.wikipedia.org/wiki/Seven_Samurai,The Magnificent Seven,2016,https://en.wikipedia.org/wiki/The_Magnificent_Seven,Q189540,Q19069
Shadow of a Doubt,1943,https://en.wikipedia.org/wiki/Shadow_of_a_Doubt,Step Down to Terror,1958,https://en.wikipedia.org/wiki/Step_Down_to_Terror,Q465979,Q7607973
Shadow of a Doubt,1943,https://en.wikipedia.org/wiki/Shadow_of_a_Doubt,Shadow of a Doubt,1991,https://en.wikipedia.org/wiki/Step_Down_to_Terror,Q465979,Q7607973
The Shaggy Dog,1959,https://en.wikipedia.org/wiki/The_Shaggy_Dog_(1959_film),The Shaggy Dog,1994,https://en.wikipedia.org/wiki/The_Shaggy_Dog_(1994_film),Q1608728,Q4305058
The Shaggy Dog,1959,https://en.wikipedia.org/wiki/The_Shaggy_Dog_(1959_film),The Shaggy Dog,2006,https://en.wikipedia.org/wiki/The_Shaggy_Dog_(1994_film),Q1608728,Q4305058
Shall We Dance?,1996,https://en.wikipedia.org/wiki/Shall_We_Dance%3F_(1996_film),Shall We Dance?,2004,https://en.wikipedia.org/wiki/Shall_We_Dance%3F_(2004_film),Q1199128,Q72450
Shame,1988,https://en.wikipedia.org/wiki/Shame_(1988_film),Shame,1992,https://en.wikipedia.org/wiki/Shame_(1988_film)#American_remake,Q3481306,Q3481306
Shanghai Express,1932,https://en.wikipedia.org/wiki/Shanghai_Express_(film),Night Plane from Chungking,1943,https://en.wikipedia.org/wiki/Night_Plane_from_Chungking,Q1543253,Q12126571
Shanghai Express,1932,https://en.wikipedia.org/wiki/Shanghai_Express_(film),Peking Express,1951,https://en.wikipedia.org/wiki/Night_Plane_from_Chungking,Q1543253,Q12126571
Shiva,1989,https://en.wikipedia.org/wiki/Shiva_(1989_film),Shiva,1990,https://en.wikipedia.org/wiki/Shiva_(1990_film),Q7499225,Q7499225
Shiva,1989,https://en.wikipedia.org/wiki/Shiva_(1989_film),Shiva,2006,https://en.wikipedia.org/wiki/Shiva_(1990_film),Q7499225,Q7499225
Sholay,1975,https://en.wikipedia.org/wiki/Sholay,Aag,2007,https://en.wikipedia.org/wiki/Aag_(2007_film),Q949228,Q4661163
The Shop Around the Corner,1940,https://en.wikipedia.org/wiki/The_Shop_Around_the_Corner,In the Good Old Summertime,1949,https://en.wikipedia.org/wiki/In_the_Good_Old_Summertime,Q782751,Q2844035
Sideways,2004,https://en.wikipedia.org/wiki/Sideways,Sideways,2009,https://en.wikipedia.org/wiki/Sideways_(2009_film),Q675937,Q11304109
Sigaw,2004,https://en.wikipedia.org/wiki/Sigaw,The Echo,2008,https://en.wikipedia.org/wiki/The_Echo_(2008_film),Q15040666,Q4533336
Sisters,1973,https://en.wikipedia.org/wiki/Sisters_(1973_film),Sisters,2006,https://en.wikipedia.org/wiki/Sisters_(2006_film),Q1216160,Q7531269
Siworae,2000,https://en.wikipedia.org/wiki/Il_Mare,The Lake House,2006,https://en.wikipedia.org/wiki/The_Lake_House_(film),Q485011,Q487138
South Pacific,1958,https://en.wikipedia.org/wiki/South_Pacific_(1958_film),South Pacific,2001,https://en.wikipedia.org/wiki/South_Pacific_(2001_film),Q2610975,Q3492262
Splendor in the Grass,1961,https://en.wikipedia.org/wiki/Splendor_in_the_Grass,Splendor in the Grass,1981,https://en.wikipedia.org/wiki/Splendor_in_the_Grass_(1981_film),Q1411454,Q3966927
Spring Parade,1934,https://en.wikipedia.org/wiki/Spring_Parade_(1934_film),Spring Parade,1940,https://en.wikipedia.org/wiki/Spring_Parade,Q19896140,Q671482
Spring in a Small Town,1948,https://en.wikipedia.org/wiki/Spring_in_a_Small_Town,Springtime in a Small Town,2002,https://en.wikipedia.org/wiki/Springtime_in_a_Small_Town,Q2995574,Q3403703
The Squaw Man,1914,https://en.wikipedia.org/wiki/The_Squaw_Man_(1914_film),The Squaw Man,1918,https://en.wikipedia.org/wiki/The_Squaw_Man_(1918_film),Q2613688,Q3224290
The Squaw Man,1914,https://en.wikipedia.org/wiki/The_Squaw_Man_(1914_film),The Squaw Man,1931,https://en.wikipedia.org/wiki/The_Squaw_Man_(1918_film),Q2613688,Q3224290
Stagecoach,1939,https://en.wikipedia.org/wiki/Stagecoach_(1939_film),Stagecoach,1966,https://en.wikipedia.org/wiki/Stagecoach_(1966_film),Q50714,Q3208286
Stagecoach,1939,https://en.wikipedia.org/wiki/Stagecoach_(1939_film),Stagecoach,1986,https://en.wikipedia.org/wiki/Stagecoach_(1966_film),Q50714,Q3208286
A Star Is Born,1937,https://en.wikipedia.org/wiki/A_Star_Is_Born_(1937_film),A Star Is Born,1954,https://en.wikipedia.org/wiki/A_Star_Is_Born_(1954_film),Q873186,Q1305622
A Star Is Born,1937,https://en.wikipedia.org/wiki/A_Star_Is_Born_(1937_film),A Star Is Born,1976,https://en.wikipedia.org/wiki/A_Star_Is_Born_(1954_film),Q873186,Q1305622
A Star Is Born,1937,https://en.wikipedia.org/wiki/A_Star_Is_Born_(1937_film),A Star Is Born,2018,https://en.wikipedia.org/wiki/A_Star_Is_Born_(1954_film),Q873186,Q1305622
State Fair,1933,https://en.wikipedia.org/wiki/State_Fair_(1933_film),State Fair,1945,https://en.wikipedia.org/wiki/State_Fair_(1945_film),Q1618931,Q3209050
State Fair,1933,https://en.wikipedia.org/wiki/State_Fair_(1933_film),State Fair,1962,https://en.wikipedia.org/wiki/State_Fair_(1945_film),Q1618931,Q3209050
The Stepfather,1987,https://en.wikipedia.org/wiki/The_Stepfather_(1987_film),The Stepfather,2009,https://en.wikipedia.org/wiki/The_Stepfather_(2009_film),Q953162,Q2299344
Stepmom,1998,https://en.wikipedia.org/wiki/Stepmom_(1998_film),We Are Family,2010,https://en.wikipedia.org/wiki/We_Are_Family_(2010_film),Q267018,Q1140607
A Storm in Summer,1970,,A Storm in Summer,2000,https://en.wikipedia.org/wiki/A_Storm_in_Summer,,Q2300421
A Story of Floating Weeds,1934,https://en.wikipedia.org/wiki/A_Story_of_Floating_Weeds,Floating Weeds,1959,https://en.wikipedia.org/wiki/Floating_Weeds,Q2052982,Q425719
Stalin,2006,https://en.wikipedia.org/wiki/Stalin_(2006_film),Jai Ho,2014,https://en.wikipedia.org/wiki/Jai_Ho_(film),Q7597248,Q15643554
Strangers on a Train,1951,https://en.wikipedia.org/wiki/Strangers_on_a_Train_(film),Once You Kiss a Stranger,1969,https://en.wikipedia.org/wiki/Once_You_Kiss_a_Stranger,Q499639,Q19544762
Strangers on a Train,1951,https://en.wikipedia.org/wiki/Strangers_on_a_Train_(film),Once You Meet a Stranger,1996,https://en.wikipedia.org/wiki/Once_You_Kiss_a_Stranger,Q499639,Q19544762
Straw Dogs,1971,https://en.wikipedia.org/wiki/Straw_Dogs_(1971_film),Straw Dogs,2011,https://en.wikipedia.org/wiki/Straw_Dogs_(2011_film),Q1163628,Q738018
The Sun Also Rises,1957,https://en.wikipedia.org/wiki/The_Sun_Also_Rises_(1957_film),The Sun Also Rises,1984,https://en.wikipedia.org/wiki/The_Sun_Also_Rises_(1984_film),Q244875,Q16933459
Suspect X aka Yôgisha X no kenshin,2008,https://en.wikipedia.org/wiki/Suspect_X,Perfect Number aka Yong-eui-ja X,2012,https://en.wikipedia.org/wiki/Perfect_Number_(film),Q16952006,Q7168024
Suspiria,1977,https://en.wikipedia.org/wiki/Suspiria,Suspiria,2018,https://en.wikipedia.org/wiki/Suspiria_(2018_film),Q546900,Q28123467
Swamp Water,1941,https://en.wikipedia.org/wiki/Swamp_Water,Lure of the Wilderness,1952,https://en.wikipedia.org/wiki/Lure_of_the_Wilderness,Q3205448,Q6704914
The Swan,1925,https://en.wikipedia.org/wiki/The_Swan_(1925_film),The Swan,1956,https://en.wikipedia.org/wiki/The_Swan_(1956_film),Q7767593,Q466390
Sweet November,1968,https://en.wikipedia.org/wiki/Sweet_November_(1968_film),Sweet November,2001,https://en.wikipedia.org/wiki/Sweet_November_(2001_film),Q13479300,Q325575
Swept Away,1974,https://en.wikipedia.org/wiki/Swept_Away_(1974_film),Swept Away,2002,https://en.wikipedia.org/wiki/Swept_Away_(2002_film),Q1365,Q600364
The Taking of Pelham One Two Three,1974,https://en.wikipedia.org/wiki/The_Taking_of_Pelham_One_Two_Three_(1974_film),The Taking of Pelham One Two Three,1998,https://en.wikipedia.org/wiki/The_Taking_of_Pelham_One_Two_Three_(1998_film),Q633171,Q4186834
The Taking of Pelham One Two Three,1974,https://en.wikipedia.org/wiki/The_Taking_of_Pelham_One_Two_Three_(1974_film),The Taking of Pelham 123,2009,https://en.wikipedia.org/wiki/The_Taking_of_Pelham_One_Two_Three_(1998_film),Q633171,Q4186834
The Tall Blond Man with One Black Shoe,1972,https://en.wikipedia.org/wiki/The_Tall_Blond_Man_with_One_Black_Shoe,The Man with One Red Shoe,1985,https://en.wikipedia.org/wiki/The_Man_with_One_Red_Shoe,Q1094519,Q1161624
Tarzan the Ape Man,1932,https://en.wikipedia.org/wiki/Tarzan_the_Ape_Man_(1932_film),"Tarzan, the Ape Man",1959,"https://en.wikipedia.org/wiki/Tarzan,_the_Ape_Man_(1959_film)",Q262793,Q7687005
Taxi,1998,https://en.wikipedia.org/wiki/Taxi_(1998_film),Taxi,2004,https://en.wikipedia.org/wiki/Taxi_(2004_film),Q726215,Q1516852
The Ten Commandments,1923,https://en.wikipedia.org/wiki/The_Ten_Commandments_(1923_film),The Ten Commandments,1956,https://en.wikipedia.org/wiki/The_Ten_Commandments_(1956_film),Q1217715,Q746733
The Texas Chain Saw Massacre,1974,https://en.wikipedia.org/wiki/The_Texas_Chain_Saw_Massacre,The Texas Chainsaw Massacre,2003,https://en.wikipedia.org/wiki/The_Texas_Chainsaw_Massacre_(2003_film),Q886597,Q392696
That Darn Cat!,1965,https://en.wikipedia.org/wiki/That_Darn_Cat!,That Darn Cat,1997,https://en.wikipedia.org/wiki/That_Darn_Cat_(1997_film),Q1102396,Q662668
Thief of Bagdad,1924,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1924_film),The Thief of Bagdad,1940,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1940_film),Q1192927,Q463716
Thief of Bagdad,1924,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1924_film),Baghdad Thirudan,1960,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1940_film),Q1192927,Q463716
Thief of Bagdad,1924,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1924_film),The Thief of Baghdad,1961,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1940_film),Q1192927,Q463716
Thief of Bagdad,1924,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1924_film),The Thief of Baghdad,1978,https://en.wikipedia.org/wiki/The_Thief_of_Bagdad_(1940_film),Q1192927,Q463716
The Things of Life,1970,https://en.wikipedia.org/wiki/The_Things_of_Life,Intersection,1994,https://en.wikipedia.org/wiki/Intersection_(1994_film),Q1211971,Q814295
The Thirteenth Guest,1932,https://en.wikipedia.org/wiki/The_Thirteenth_Guest,Mystery of the 13th Guest,1943,https://en.wikipedia.org/wiki/Mystery_of_the_13th_Guest,Q3227800,Q16253505
These Three,1936,https://en.wikipedia.org/wiki/These_Three,The Children's Hour,1961,https://en.wikipedia.org/wiki/The_Children%27s_Hour_(film),Q174559,Q466014
Thirupaachi,2005,https://en.wikipedia.org/wiki/Thirupaachi,Annavaram,2006,https://en.wikipedia.org/wiki/Annavaram_(film),Q7785407,Q4768032
This Gun for Hire,1942,https://en.wikipedia.org/wiki/This_Gun_for_Hire,Short Cut to Hell,1957,https://en.wikipedia.org/wiki/Short_Cut_to_Hell,Q1215110,Q3576661
This Gun for Hire,1942,https://en.wikipedia.org/wiki/This_Gun_for_Hire,This Gun for Hire,1991,https://en.wikipedia.org/wiki/Short_Cut_to_Hell,Q1215110,Q3576661
The Thomas Crown Affair,1968,https://en.wikipedia.org/wiki/The_Thomas_Crown_Affair_(1968_film),The Thomas Crown Affair,1999,https://en.wikipedia.org/wiki/The_Thomas_Crown_Affair_(1999_film),Q1479998,Q1216770
These Three,1936,https://en.wikipedia.org/wiki/These_Three,The Children's Hour,1961,https://en.wikipedia.org/wiki/The_Children%27s_Hour_(film),Q174559,Q466014
The Time Machine,1960,https://en.wikipedia.org/wiki/The_Time_Machine_(1960_film),The Time Machine,2002,https://en.wikipedia.org/wiki/The_Time_Machine_(2002_film),Q1217787,Q499633
To Be or Not to Be,1942,https://en.wikipedia.org/wiki/To_Be_or_Not_to_Be_(1942_film),To Be or Not to Be,1983,https://en.wikipedia.org/wiki/To_Be_or_Not_to_Be_(1983_film),Q704972,Q248794
The Toolbox Murders,1978,https://en.wikipedia.org/wiki/The_Toolbox_Murders,Toolbox Murders,2004,https://en.wikipedia.org/wiki/Toolbox_Murders,Q3133377,Q2987914
Total Recall,1990,https://en.wikipedia.org/wiki/Total_Recall_(1990_film),Total Recall,2012,https://en.wikipedia.org/wiki/Total_Recall_(2012_film),Q222018,Q634810
Tower of London,1939,https://en.wikipedia.org/wiki/Tower_of_London_(1939_film),Tower of London,1962,https://en.wikipedia.org/wiki/Tower_of_London_(1962_film),Q1194224,Q3824650
Trader Horn,1931,https://en.wikipedia.org/wiki/Trader_Horn_(1931_film),Trader Horn,1973,https://en.wikipedia.org/wiki/Trader_Horn_(1973_film),Q1142707,Q7832157
True Grit,1969,https://en.wikipedia.org/wiki/True_Grit_(1969_film),True Grit,2010,https://en.wikipedia.org/wiki/True_Grit_(2010_film),Q603263,Q326114
La Totale!,1991,https://en.wikipedia.org/wiki/La_Totale!,True Lies,1994,https://en.wikipedia.org/wiki/True_Lies,Q3213184,Q110397
Le jumeau,1984,https://en.wikipedia.org/wiki/The_Twin_(1984_film),Two Much,1996,https://en.wikipedia.org/wiki/Two_Much,Q538111,Q1971683
Twenty Million Sweethearts,1934,https://en.wikipedia.org/wiki/Twenty_Million_Sweethearts,My Dream Is Yours,1949,https://en.wikipedia.org/wiki/My_Dream_Is_Yours,Q12129881,Q3038238
Two Thousand Maniacs!,1964,https://en.wikipedia.org/wiki/Two_Thousand_Maniacs!,2001 Maniacs,2005,https://en.wikipedia.org/wiki/2001_Maniacs,Q1633937,Q211278
Unfaithful,2002,https://en.wikipedia.org/wiki/Unfaithful_(2002_film),Hawas,2004,https://en.wikipedia.org/wiki/Hawas_(2004_film),Q970089,Q603679
Unfaithful,2002,https://en.wikipedia.org/wiki/Unfaithful_(2002_film),Murder,2004,https://en.wikipedia.org/wiki/Murder_(2004_film),Q970089,Q3328063
The Unfaithful Wife,1969,https://en.wikipedia.org/wiki/The_Unfaithful_Wife,Unfaithful,2002,https://en.wikipedia.org/wiki/Unfaithful_(2002_film),Q594469,Q970089
Unfaithfully Yours,1948,https://en.wikipedia.org/wiki/Unfaithfully_Yours_(1948_film),Unfaithfully Yours,1984,https://en.wikipedia.org/wiki/Unfaithfully_Yours_(1984_film),Q578061,Q1765305
The Unholy Three,1925,https://en.wikipedia.org/wiki/The_Unholy_Three_(1925_film),The Unholy Three,1930,https://en.wikipedia.org/wiki/The_Unholy_Three_(1930_film),Q1989317,Q3221520
Up in Mabel's Room,1926,https://en.wikipedia.org/wiki/Up_in_Mabel%27s_Room_(1926_film),Up in Mabel's Room,1944,https://en.wikipedia.org/wiki/Up_in_Mabel%27s_Room_(1944_film),Q7898068,Q7898069
Up the River,1930,https://en.wikipedia.org/wiki/Up_the_River,Up the River,1938,https://en.wikipedia.org/wiki/Up_the_River_(1938_film),Q3391742,Q7898121
Valley Girl,1983,https://en.wikipedia.org/wiki/Valley_Girl_(1983_film),Valley Girl,2020,https://en.wikipedia.org/wiki/Valley_Girl_(2020_film),Q1745428,Q65032715
The Vanishing,1988,https://en.wikipedia.org/wiki/The_Vanishing_(1988_film),The Vanishing,1993,https://en.wikipedia.org/wiki/The_Vanishing_(1993_film),Q1895379,Q616301
Vanishing Point,1971,https://en.wikipedia.org/wiki/Vanishing_Point_(1971_film),Vanishing Point,1997,https://en.wikipedia.org/wiki/Vanishing_Point_(1997_film),Q586880,Q1134762
Vash,2023,https://en.wikipedia.org/wiki/Vash_(film),Shaitaan,2024,https://en.wikipedia.org/wiki/Shaitaan_(2024_film),Q116257433,Q124364758
Veeram,2014,https://en.wikipedia.org/wiki/Veeram_(2014_film),Kisi Ka Bhai Kisi Ki Jaan,2023,https://en.wikipedia.org/wiki/Kisi_Ka_Bhai_Kisi_Ki_Jaan,Q12989335,Q112161059
Victor and Victoria,1933,https://en.wikipedia.org/wiki/Victor_and_Victoria,First a Girl,1935,https://en.wikipedia.org/wiki/First_a_Girl,Q573077,Q5454112
Victor and Victoria,1933,https://en.wikipedia.org/wiki/Victor_and_Victoria,Victor and Victoria,1957,https://en.wikipedia.org/wiki/Victor_and_Victoria_(1957_film),Q573077,Q1702812
Victor and Victoria,1933,https://en.wikipedia.org/wiki/Victor_and_Victoria,Victor/Victoria,1982,https://en.wikipedia.org/wiki/Victor/Victoria,Q573077,Q936037
Village of the Damned,1960,https://en.wikipedia.org/wiki/Village_of_the_Damned_(1960_film),Village of the Damned,1995,https://en.wikipedia.org/wiki/Village_of_the_Damned_(1995_film),Q658009,Q1167579
Vikramarkudu,2006,https://en.wikipedia.org/wiki/Vikramarkudu,Ulta Palta 69,2007,https://en.wikipedia.org/wiki/Ulta_Palta_69,Q7929598,Q19899064
Vikramarkudu,2006,https://en.wikipedia.org/wiki/Vikramarkudu,Veera Madakari,2009,https://en.wikipedia.org/wiki/Ulta_Palta_69,Q7929598,Q19899064
Vikramarkudu,2006,https://en.wikipedia.org/wiki/Vikramarkudu,Siruthai,2011,https://en.wikipedia.org/wiki/Ulta_Palta_69,Q7929598,Q19899064
Vikramarkudu,2006,https://en.wikipedia.org/wiki/Vikramarkudu,Bikram Singha,2012,https://en.wikipedia.org/wiki/Ulta_Palta_69,Q7929598,Q19899064
Vikramarkudu,2006,https://en.wikipedia.org/wiki/Vikramarkudu,Rowdy Rathore,2012,https://en.wikipedia.org/wiki/Ulta_Palta_69,Q7929598,Q19899064
The Virginian,1929,https://en.wikipedia.org/wiki/The_Virginian_(1929_film),The Virginian,1946,https://en.wikipedia.org/wiki/The_Virginian_(1946_film),Q3523233,Q3796272
Les Visiteurs,1993,https://en.wikipedia.org/wiki/Les_Visiteurs,Just Visiting,2001,https://en.wikipedia.org/wiki/Just_Visiting_(film),Q838013,Q285584
The Wages of Fear,1953,https://en.wikipedia.org/wiki/The_Wages_of_Fear,Sorcerer,1977,https://en.wikipedia.org/wiki/Sorcerer_(film),Q465773,Q541707
Walking Tall,1973,https://en.wikipedia.org/wiki/Walking_Tall_(1973_film),Walking Tall,2004,https://en.wikipedia.org/wiki/Walking_Tall_(2004_film),Q1194051,Q919363
The Wasp Woman,1959,https://en.wikipedia.org/wiki/The_Wasp_Woman,The Wasp Woman,1995,https://en.wikipedia.org/wiki/The_Wasp_Woman_(1995_film),Q2076723,Q7773653
Waterloo Bridge,1931,https://en.wikipedia.org/wiki/Waterloo_Bridge_(1931_film),Waterloo Bridge,1940,https://en.wikipedia.org/wiki/Waterloo_Bridge_(1940_film),Q257486,Q1367668
The Way of All Flesh,1927,https://en.wikipedia.org/wiki/The_Way_of_All_Flesh_(1927_film),The Way of All Flesh,1940,https://en.wikipedia.org/wiki/The_Way_of_All_Flesh_(1940_film),Q979015,Q20649961
West Side Story,1961,https://en.wikipedia.org/wiki/West_Side_Story_(1961_film),West Side Story,2021,https://en.wikipedia.org/wiki/West_Side_Story_(2021_film),Q273704,Q63643994
We're No Angels,1955,https://en.wikipedia.org/wiki/We%27re_No_Angels_(1955_film),We're No Angels,1989,https://en.wikipedia.org/wiki/We%27re_No_Angels_(1989_film),Q1539276,Q617833
When a Stranger Calls,1979,https://en.wikipedia.org/wiki/When_a_Stranger_Calls_(1979_film),When a Stranger Calls,2006,https://en.wikipedia.org/wiki/When_a_Stranger_Calls_(2006_film),Q2363764,Q908384
What Women Want,2000,https://en.wikipedia.org/wiki/What_Women_Want,What Women Want,2011,https://en.wikipedia.org/wiki/What_Women_Want_(2011_film),Q156394,Q3282717
What Women Want,2000,https://en.wikipedia.org/wiki/What_Women_Want,What Men Want,2019,https://en.wikipedia.org/wiki/What_Men_Want_(2019_film),Q156394,Q55257871
What Ever Happened to Baby Jane?,1962,https://en.wikipedia.org/wiki/What_Ever_Happened_to_Baby_Jane%3F_(film),What Ever Happened to...,1991,https://en.wikipedia.org/wiki/What_Ever_Happened_to...,Q26644,Q7991095
Where the Boys Are,1960,https://en.wikipedia.org/wiki/Where_the_Boys_Are,Where the Boys Are '84,1984,https://en.wikipedia.org/wiki/Where_the_Boys_Are_%2784,Q2451595,Q1767812
White Men Can't Jump,1992,https://en.wikipedia.org/wiki/White_Men_Can%27t_Jump,White Men Can't Jump,2023,https://en.wikipedia.org/wiki/White_Men_Can%27t_Jump_(2023_film),Q686168,Q112124858
The White Outlaw,1929,https://en.wikipedia.org/wiki/The_White_Outlaw_(1929_film),The Apache Kid's Escape,1930,https://en.wikipedia.org/wiki/The_Apache_Kid%27s_Escape,Q108470654,Q101245360
The Wicked Lady,1945,https://en.wikipedia.org/wiki/The_Wicked_Lady,The Wicked Lady,1983,https://en.wikipedia.org/wiki/The_Wicked_Lady_(1983_film),Q14957241,Q465939
The Wicker Man,1973,https://en.wikipedia.org/wiki/The_Wicker_Man,The Wicker Man,2006,https://en.wikipedia.org/wiki/The_Wicker_Man_(2006_film),Q1140649,Q200827
"Wife, Husband and Friend",1939,"https://en.wikipedia.org/wiki/Wife,_Husband_and_Friend",Everybody Does It,1949,https://en.wikipedia.org/wiki/Everybody_Does_It,Q7999453,Q3482852
Winchester '73,1950,https://en.wikipedia.org/wiki/Winchester_%2773,Winchester '73,1967,https://en.wikipedia.org/wiki/Winchester_%2773#Remake,Q1425480,Q1425480
The Window,1949,https://en.wikipedia.org/wiki/The_Window_(1949_film),The Boy Cried Murder,1966,https://en.wikipedia.org/wiki/The_Boy_Cried_Murder,Q960883,Q42048863
Wings of Desire,1987,https://en.wikipedia.org/wiki/Wings_of_Desire,City of Angels,1998,https://en.wikipedia.org/wiki/City_of_Angels_(film),Q156911,Q168010
Witchboard,1986,https://en.wikipedia.org/wiki/Witchboard,Witchboard,2024,https://en.wikipedia.org/wiki/Witchboard_(2024_film),Q2586474,Q120828163
Witness for the Prosecution,1957,https://en.wikipedia.org/wiki/Witness_for_the_Prosecution_(1957_film),Witness for the Prosecution,1982,https://en.wikipedia.org/wiki/Witness_for_the_Prosecution_(1982_film),Q196977,Q8028399
The Wizard of Gore,1970,https://en.wikipedia.org/wiki/The_Wizard_of_Gore,The Wizard of Gore,2007,https://en.wikipedia.org/wiki/The_Wizard_of_Gore_(2007_film),Q607090,Q1165994
The Wizard of Oz,1939,https://en.wikipedia.org/wiki/The_Wizard_of_Oz_(1939_film),Tom and Jerry and the Wizard of Oz,2011,https://en.wikipedia.org/wiki/Tom_and_Jerry_and_the_Wizard_of_Oz,Q193695,Q96388589
The Wolf Man,1941,https://en.wikipedia.org/wiki/The_Wolf_Man_(1941_film),The Wolfman,2010,https://en.wikipedia.org/wiki/The_Wolfman_(2010_film),Q431873,Q205532
The Women,1939,https://en.wikipedia.org/wiki/The_Women_(1939_film),The Opposite Sex,1956,https://en.wikipedia.org/wiki/The_Opposite_Sex,Q348678,Q1842845
The Women,1939,https://en.wikipedia.org/wiki/The_Women_(1939_film),The Women,2008,https://en.wikipedia.org/wiki/The_Women_(2008_film),Q348678,Q1809073
Wonderful Nightmare aka Misseu waipeu,2015,https://en.wikipedia.org/wiki/Wonderful_Nightmare,Beautiful Accident aka Mei hao de yi wai,2017,https://en.wikipedia.org/wiki/Beautiful_Accident,Q20002716,Q30133650
World on a Wire,1973,https://en.wikipedia.org/wiki/World_on_a_Wire,The Thirteenth Floor,1999,https://en.wikipedia.org/wiki/The_Thirteenth_Floor,Q481467,Q630289
X Marks the Spot,1931,https://en.wikipedia.org/wiki/X_Marks_the_Spot_(1931_film),X Marks the Spot,1942,https://en.wikipedia.org/wiki/X_Marks_the_Spot_(1942_film),Q8042756,Q8042757
A Yank at Oxford,1938,https://en.wikipedia.org/wiki/A_Yank_at_Oxford,Oxford Blues,1984,https://en.wikipedia.org/wiki/Oxford_Blues,Q2475973,Q2410457
The Yellow Handkerchief,1977,https://en.wikipedia.org/wiki/The_Yellow_Handkerchief_(1977_film),The Yellow Handkerchief,2008,https://en.wikipedia.org/wiki/The_Yellow_Handkerchief_(2008_film),Q872112,Q1171194
Yellow Sky,1948,https://en.wikipedia.org/wiki/Yellow_Sky,The Jackals,1967,https://en.wikipedia.org/wiki/The_Jackals,Q1614242,Q3599665
Yojimbo,1961,https://en.wikipedia.org/wiki/Yojimbo_(film),A Fistful of Dollars,1964,https://en.wikipedia.org/wiki/A_Fistful_of_Dollars,Q20475,Q76479
Yojimbo,1961,https://en.wikipedia.org/wiki/Yojimbo_(film),Last Man Standing,1996,https://en.wikipedia.org/wiki/Last_Man_Standing_(1996_film),Q20475,Q1425639
"Yours, Mine and Ours",1968,"https://en.wikipedia.org/wiki/Yours,_Mine_and_Ours_(1968_film)","Yours, Mine & Ours",2005,"https://en.wikipedia.org/wiki/Yours,_Mine_%26_Ours_(2005_film)",Q1183266,Q1183268
